course,name,Prices,calories,protein,carbs,fat,nutrition_score,meal_category
Biryani,Panneer Masala,260.0,586,21,65,23,32.0,Expensive_Nutritious
Biryani,Panneer Tikka Masala,270.0,468,26,65,12,53.0,Expensive_Nutritious
Biryani,Veg Chettinad,250.0,615,21,48,15,36.6,Expensive_Nutritious
Biryani,Butter Chicken,270.0,426,22,43,19,33.6,Expensive_Nutritious
Biryani,Chicken Chettinad,270.0,586,15,43,24,14.6,Low_Nutrition
Biryani,Chicken Do Pyaza,260.0,411,29,42,22,44.4,Expensive_Nutritious
Biryani,Chicken Hyderabadi,260.0,658,21,38,19,30.6,Expensive_Nutritious
Biryani,Chicken Keema Masala,260.0,682,25,60,23,39.0,Expensive_Nutritious
Biryani,Chicken Masala,260.0,684,19,50,20,28.0,Expensive_Nutritious
Biryani,Chicken Methi Masala,260.0,396,18,33,17,25.6,Expensive_Nutritious
Biryani,Chicken Pepper Masala,260.0,694,17,58,22,23.6,Expensive_Nutritious
Biryani,Chicken Punjabi Masala,270.0,437,17,39,14,27.8,Expensive_Nutritious
Biryani,Chicken Tikka Masala,280.0,634,20,68,17,36.6,Expensive_Nutritious
Biryani,Egg Masala,200.0,584,18,66,10,39.2,Expensive_Nutritious
Biryani,Egg Pepper Masala,210.0,616,23,47,17,38.4,Expensive_Nutritious
Biryani,Fish Chettinad,310.0,599,15,62,21,21.4,Expensive_Nutritious
Biryani,Fish Masala,300.0,505,21,50,17,35.0,Expensive_Nutritious
Biryani,Kadai Chicken,260.0,593,23,48,19,36.6,Expensive_Nutritious
Biryani,Mutton Chettinad,330.0,436,20,31,20,26.2,Expensive_Nutritious
Biryani,Mutton Do Pyaza,330.0,667,26,59,15,48.8,Expensive_Nutritious
Biryani,Mutton Keema Masala (Boneless),350.0,572,27,66,19,48.2,Expensive_Nutritious
Biryani,Mutton Masala,330.0,636,19,61,16,34.2,Expensive_Nutritious
Biryani,Mutton Pepper Masala,330.0,628,16,46,17,24.200000000000003,Expensive_Nutritious
Biryani,Mutton Rogan Josh,330.0,419,26,69,23,42.8,Expensive_Nutritious
Biryani,Prawns Chettinad,320.0,548,27,65,16,51.0,Expensive_Nutritious
Biryani,Prawns Masala,310.0,514,27,67,18,49.4,Expensive_Nutritious
Biryani,Prawns Pepper Masala,310.0,644,27,42,10,52.4,Expensive_Nutritious
Biryani,Belgium Chocolate,120.0,489,17,58,10,35.6,Affordable_Nutritious
Biryani,Bozzy Butterscoth,120.0,656,15,63,11,31.6,Affordable_Nutritious
Biryani,Browni Crumble,120.0,688,15,42,21,17.4,Basic_Meal
Biryani,Chocolate Strawberry,120.0,391,16,63,12,32.6,Affordable_Nutritious
Biryani,Ferraro Rocher,120.0,602,18,36,14,29.2,Affordable_Nutritious
Biryani,Kiddy Kitkat,120.0,537,26,64,18,46.8,Affordable_Nutritious
Biryani,Mango Delight,120.0,456,20,61,17,35.2,Affordable_Nutritious
Biryani,Nuttela Mocha,120.0,471,26,55,14,49.0,Affordable_Nutritious
Biryani,Oreo Nuttela Blast,120.0,542,18,44,19,25.8,Affordable_Nutritious
Biryani,Vanilla Blizz,120.0,530,24,30,13,41.0,Affordable_Nutritious
BBQ,Shalimar Chicken Biryani,280.0,681,19,55,11,38.0,Expensive_Nutritious
BBQ,Chicken Biryani,250.0,591,23,49,20,35.8,Expensive_Nutritious
BBQ,Chicken Fried Rice,233.0,373,27,66,12,55.2,Expensive_Nutritious
BBQ,Chilli Chicken,267.0,467,25,45,17,42.0,Expensive_Nutritious
BBQ,Butter Chicken Masala,287.0,686,23,36,20,33.2,Expensive_Nutritious
BBQ,Chicken Schezwan Fried Rice,243.0,692,29,61,10,60.2,Expensive_Nutritious
BBQ,Shalimar Egg Biryani,235.0,538,24,65,15,46.0,Expensive_Nutritious
BBQ,Mutton Biryani,310.0,635,21,41,12,38.2,Expensive_Nutritious
BBQ,Alfaham Chicken,307.0,645,23,44,16,38.8,Expensive_Nutritious
BBQ,Chicken Mughlai Biryani,290.0,586,18,51,12,34.2,Expensive_Nutritious
BBQ,Kadai Chicken,277.0,580,17,53,11,33.6,Expensive_Nutritious
BBQ,Paneer Butter Masala,227.0,485,28,40,13,51.0,Expensive_Nutritious
BBQ,Egg Biryani,195.0,583,16,49,11,30.8,Expensive_Nutritious
BBQ,Dragon Chicken,307.0,646,19,61,13,37.2,Expensive_Nutritious
BBQ,Shalimar Fish Biryani,300.0,535,24,56,10,49.2,Expensive_Nutritious
BBQ,Hyderabadi Chicken Biryani,300.0,594,27,30,10,50.0,Expensive_Nutritious
BBQ,Chilli Garlic Fish,300.0,600,23,62,15,43.4,Expensive_Nutritious
BBQ,Prawns Mughlai Biryani,300.0,548,16,34,17,21.8,Expensive_Nutritious
BBQ,Prawns Biryani,290.0,625,18,40,13,31.0,Expensive_Nutritious
BBQ,Pepper Chicken Masala,287.0,643,23,35,15,38.0,Expensive_Nutritious
BBQ,Chicken Lollipop,277.0,392,16,39,24,15.8,Low_Nutrition
BBQ,Chicken Manchurian,277.0,356,20,51,23,27.200000000000003,Expensive_Nutritious
BBQ,Mutton Schezwan Fried Rice,277.0,427,21,65,20,35.0,Expensive_Nutritious
BBQ,Mutton Noodles,267.0,581,24,55,11,48.0,Expensive_Nutritious
BBQ,Chicken 65,247.0,690,25,43,10,48.6,Expensive_Nutritious
BBQ,Paneer Tikka,233.0,540,23,59,24,33.8,Expensive_Nutritious
BBQ,Mushroom Pepper Fry,233.0,569,17,57,19,26.4,Expensive_Nutritious
BBQ,Egg Schezwan Fried Rice,217.0,377,21,57,19,34.4,Expensive_Nutritious
BBQ,Ghee Rice,210.0,508,25,67,10,53.4,Expensive_Nutritious
BBQ,Barbeque Chicken Pepper,207.0,396,22,68,18,39.6,Expensive_Nutritious
BBQ,Tandoori Chicken,153.0,646,27,68,23,44.6,Expensive_Nutritious
BBQ,French Onion Soup,147.0,488,19,55,16,33.0,Affordable_Nutritious
BBQ,Chicken Tikka,261.0,554,21,64,24,30.8,Expensive_Nutritious
BBQ,Chicken Drumstick,287.0,411,20,47,12,37.4,Expensive_Nutritious
BBQ,French Onion Soup,147.0,557,27,47,10,53.4,Affordable_Nutritious
BBQ,Vegetable Clear Soup,127.0,354,23,65,14,45.0,Affordable_Nutritious
BBQ,Veg Sweet Corn Soup,147.0,362,21,42,23,27.4,Affordable_Nutritious
BBQ,Veg Hot & Sour Soup,147.0,517,29,49,13,54.8,Affordable_Nutritious
BBQ,Chicken Clear Soup,145.0,384,20,34,17,29.8,Affordable_Nutritious
BBQ,Chicken Sweet Corn Soup,157.0,411,21,48,11,40.6,Expensive_Nutritious
BBQ,Chicken Hot & Sour Soup,157.0,633,24,66,17,44.2,Expensive_Nutritious
BBQ,Mutton Soup,187.0,416,24,59,24,35.8,Expensive_Nutritious
BBQ,Mutton Hot & Sour Soup,187.0,372,27,48,14,49.6,Expensive_Nutritious
BBQ,Achari Fish,317.0,375,29,34,19,45.8,Expensive_Nutritious
BBQ,Fish Fry,273.0,610,21,38,23,26.6,Expensive_Nutritious
BBQ,Fish Manchurian,327.0,399,25,61,16,46.2,Expensive_Nutritious
BBQ,Chilli Garlic Fish,300.0,387,28,46,19,46.2,Expensive_Nutritious
BBQ,Schezwan Fish,317.0,469,29,57,10,59.4,Expensive_Nutritious
BBQ,Garlic Fish,317.0,538,16,50,12,30.0,Expensive_Nutritious
BBQ,Ginger Garlic Fish,317.0,410,28,42,10,54.4,Expensive_Nutritious
BBQ,Chilli Fish,317.0,521,27,61,13,53.2,Expensive_Nutritious
BBQ,Chilli Prawns,317.0,551,19,66,10,41.2,Expensive_Nutritious
BBQ,Prawns Manchurian,327.0,418,22,52,14,40.4,Expensive_Nutritious
BBQ,Sweet & Sour Prawns,327.0,565,29,45,22,45.0,Expensive_Nutritious
BBQ,Schezwan Prawns,327.0,481,16,64,18,26.8,Expensive_Nutritious
BBQ,Achari Prawns,317.0,441,28,66,18,51.2,Expensive_Nutritious
BBQ,Ginger Prawns,317.0,509,22,39,18,33.8,Expensive_Nutritious
BBQ,Garlic Prawns,317.0,579,17,45,21,22.0,Expensive_Nutritious
BBQ,Prawns 65,303.0,473,26,40,18,42.0,Expensive_Nutritious
BBQ,Prawns Fry,313.0,538,15,38,14,23.6,Expensive_Nutritious
BBQ,Paneer Tikka,233.0,431,29,62,21,49.4,Expensive_Nutritious
BBQ,Reshmi Kebab,261.0,395,27,48,11,52.6,Expensive_Nutritious
BBQ,Alfaham Chicken,307.0,572,29,36,19,46.2,Expensive_Nutritious
BBQ,Tandoori Chicken,153.0,605,29,41,10,56.2,Expensive_Nutritious
BBQ,Chicken Tikka,261.0,354,24,56,13,46.2,Expensive_Nutritious
BBQ,Tangdi Kebab,261.0,424,27,57,22,43.4,Expensive_Nutritious
BBQ,Fish Tikka,283.0,407,20,33,13,33.6,Expensive_Nutritious
BBQ,Barbeque Chicken,181.0,531,17,50,23,21.0,Expensive_Nutritious
BBQ,Barbeque Chicken Pepper,207.0,561,17,64,16,30.8,Expensive_Nutritious
BBQ,Paneer Manchurian,237.0,610,20,52,16,34.4,Expensive_Nutritious
BBQ,Gobi Manchurian,217.0,474,15,51,20,20.200000000000003,Expensive_Nutritious
BBQ,Mushroom Manchurian,227.0,558,29,39,15,50.8,Expensive_Nutritious
BBQ,Mushroom 65,227.0,680,15,62,16,26.4,Expensive_Nutritious
BBQ,Chilli Gobi,207.0,694,20,44,14,34.8,Expensive_Nutritious
BBQ,Chilli Paneer,227.0,351,22,31,16,34.2,Expensive_Nutritious
BBQ,Gobi 65,207.0,506,22,69,23,34.8,Expensive_Nutritious
BBQ,Chilli Mushroom,237.0,353,24,46,17,40.2,Expensive_Nutritious
BBQ,Vegetable Manchurian,227.0,516,25,53,20,40.6,Expensive_Nutritious
BBQ,Paneer 65,227.0,363,23,61,22,36.2,Expensive_Nutritious
BBQ,Dragon Paneer,277.0,373,29,41,10,56.2,Expensive_Nutritious
BBQ,Chilli Egg,197.0,481,18,69,15,34.8,Expensive_Nutritious
BBQ,Chilli Chicken,267.0,689,17,63,24,22.6,Expensive_Nutritious
BBQ,Chicken Roast,277.0,607,29,40,20,46.0,Expensive_Nutritious
BBQ,Chicken Drumstick,287.0,680,29,56,17,52.2,Expensive_Nutritious
BBQ,Chicken Manchurian,277.0,671,22,56,10,45.2,Expensive_Nutritious
BBQ,Chicken 65,247.0,593,20,42,10,38.4,Expensive_Nutritious
BBQ,Arabian Chicken 65,307.0,445,15,53,21,19.6,Low_Nutrition
BBQ,Chicken Lollipop,277.0,417,25,30,20,36.0,Expensive_Nutritious
BBQ,Hong Kong Chicken,287.0,611,28,53,15,51.6,Expensive_Nutritious
BBQ,Ginger Chicken,277.0,628,21,67,18,37.4,Expensive_Nutritious
BBQ,Dragon Chicken,307.0,418,19,44,17,29.8,Expensive_Nutritious
BBQ,Garlic Chicken,277.0,678,23,55,18,39.0,Expensive_Nutritious
BBQ,Achari Chicken,297.0,489,18,37,15,28.4,Expensive_Nutritious
BBQ,Chicken Sweet & Sour,277.0,441,26,47,19,42.4,Expensive_Nutritious
BBQ,Mutton Achari,327.0,572,26,67,18,47.4,Expensive_Nutritious
BBQ,Fish Hyderabadi,327.0,487,20,56,19,32.2,Expensive_Nutritious
BBQ,Fish Masala,307.0,350,22,53,19,35.6,Expensive_Nutritious
BBQ,Fish Chettinad,317.0,490,27,47,13,50.4,Expensive_Nutritious
BBQ,Kadai Fish,317.0,518,18,45,20,25.0,Expensive_Nutritious
BBQ,Hyderabadi Prawns,327.0,676,15,44,23,15.8,Low_Nutrition
BBQ,Chettinad Prawns,317.0,556,27,38,20,41.6,Expensive_Nutritious
BBQ,Prawns Masala,327.0,518,20,63,11,41.6,Expensive_Nutritious
BBQ,Kadai Prawns,327.0,374,25,45,11,48.0,Expensive_Nutritious
BBQ,Mushroom Pepper Fry,233.0,470,16,69,21,24.8,Expensive_Nutritious
BBQ,Paneer Pepper Fry,233.0,698,22,68,18,39.6,Expensive_Nutritious
BBQ,Aloo Pepper Fry,193.0,561,22,38,12,39.6,Expensive_Nutritious
BBQ,Egg Pepper Fry,223.0,525,28,50,15,51.0,Expensive_Nutritious
BBQ,Chicken Pepper Fry,287.0,497,16,59,13,30.8,Expensive_Nutritious
BBQ,Chicken Tikka Pepper Fry,303.0,584,28,54,19,47.8,Expensive_Nutritious
BBQ,Mutton Pepper Fry,333.0,556,17,65,23,24.0,Expensive_Nutritious
BBQ,Fish Pepper Fry,297.0,411,16,50,11,31.0,Expensive_Nutritious
BBQ,Prawns Pepper Fry,297.0,388,28,59,13,54.8,Expensive_Nutritious
BBQ,Mushroom Masala,207.0,350,22,33,11,39.6,Expensive_Nutritious
BBQ,Dal Fry,190.0,648,23,69,18,41.8,Expensive_Nutritious
BBQ,Aloo Gobi,207.0,489,25,48,17,42.6,Expensive_Nutritious
BBQ,Green Peas Masala,187.0,384,20,66,22,31.200000000000003,Expensive_Nutritious
BBQ,Kadai Vegetable,217.0,646,29,55,11,58.0,Expensive_Nutritious
BBQ,Vegetable Do Pyaza,227.0,663,25,67,18,45.4,Expensive_Nutritious
BBQ,Vegetable Kolhapuri,227.0,409,17,41,19,23.200000000000003,Expensive_Nutritious
BBQ,Dal Tadka,197.0,602,17,37,11,30.4,Expensive_Nutritious
BBQ,Mix Vegetable Kurma,217.0,388,24,35,15,40.0,Expensive_Nutritious
BBQ,Mix Vegetable Curry,217.0,544,29,31,18,46.2,Expensive_Nutritious
BBQ,Gobi Matar,207.0,459,26,60,16,48.0,Expensive_Nutritious
BBQ,Mushroom Chettinad,223.0,461,16,63,19,25.6,Expensive_Nutritious
BBQ,Paneer Butter Masala,227.0,441,15,55,14,27.0,Expensive_Nutritious
BBQ,Matar Paneer,227.0,412,18,44,11,33.8,Expensive_Nutritious
BBQ,Aloo Matar,207.0,514,29,53,21,47.6,Expensive_Nutritious
BBQ,Gobi Masala,207.0,356,26,49,22,39.8,Expensive_Nutritious
BBQ,Paneer Chettinad,227.0,635,21,39,21,28.8,Expensive_Nutritious
BBQ,Kadai Mushroom,237.0,696,19,47,24,23.4,Expensive_Nutritious
BBQ,Malai Kofta,247.0,613,15,32,12,24.4,Expensive_Nutritious
BBQ,Kadai Paneer,227.0,438,19,35,10,35.0,Expensive_Nutritious
BBQ,Egg Podimas,81.0,494,27,58,10,55.6,Affordable_Nutritious
BBQ,Egg Manchurian Gravy,207.0,502,24,41,11,45.2,Expensive_Nutritious
BBQ,Egg Masala,173.0,683,24,31,12,42.2,Expensive_Nutritious
BBQ,Egg Mughlai Gravy,197.0,608,28,30,10,52.0,Expensive_Nutritious
BBQ,Egg Pepper Masala,197.0,503,18,53,18,28.6,Expensive_Nutritious
BBQ,Chicken Masala,277.0,695,29,32,22,42.4,Expensive_Nutritious
BBQ,Punjab Chicken,277.0,520,20,58,22,29.6,Expensive_Nutritious
BBQ,Bangalore Chicken,287.0,677,24,68,21,40.6,Expensive_Nutritious
BBQ,Kadai Chicken,277.0,676,28,40,19,45.0,Expensive_Nutritious
BBQ,Chettinad Chicken,277.0,618,21,44,16,34.8,Expensive_Nutritious
BBQ,Chicken Sagawala,287.0,413,18,53,21,25.6,Expensive_Nutritious
BBQ,Chicken Shahi Kurma,277.0,381,15,68,13,30.6,Expensive_Nutritious
BBQ,Chicken Do Pyaza,277.0,423,24,59,17,42.8,Expensive_Nutritious
BBQ,Chicken Hyderabadi,317.0,494,28,54,22,44.8,Expensive_Nutritious
BBQ,Butter Chicken Masala,287.0,580,25,47,21,38.4,Expensive_Nutritious
BBQ,Chicken Tikka Masala,297.0,581,21,67,12,43.4,Expensive_Nutritious
BBQ,Pepper Chicken Masala,287.0,512,15,53,10,30.6,Expensive_Nutritious
BBQ,Mutton Kadai Gosh,337.0,544,22,62,11,45.4,Expensive_Nutritious
BBQ,Mutton Mughlai,337.0,383,25,45,16,43.0,Expensive_Nutritious
BBQ,Mutton Rogan Josh,337.0,472,19,65,24,27.0,Expensive_Nutritious
BBQ,Mutton Chettinad,337.0,525,26,54,10,52.8,Expensive_Nutritious
BBQ,Mutton Do Pyaza,337.0,381,22,60,16,40.0,Expensive_Nutritious
BBQ,Mutton Hyderabadi,337.0,600,18,40,13,31.0,Expensive_Nutritious
BBQ,Mutton Pepper Masala,337.0,605,23,54,11,45.8,Expensive_Nutritious
BBQ,Mutton Masala,327.0,424,16,40,18,22.0,Expensive_Nutritious
BBQ,Mutton Roast Dry,327.0,576,23,65,17,42.0,Expensive_Nutritious
BBQ,Naan,41.0,524,22,50,18,36.0,Affordable_Nutritious
BBQ,Rumali Roti,63.0,609,26,55,23,40.0,Affordable_Nutritious
BBQ,Chapati,25.0,375,15,67,20,23.4,Affordable_Nutritious
BBQ,Tandoori Parotta,51.0,440,20,31,17,29.2,Affordable_Nutritious
BBQ,Paneer Naan,81.0,568,27,33,11,49.6,Affordable_Nutritious
BBQ,Butter Roti,51.0,404,20,61,21,31.200000000000003,Affordable_Nutritious
BBQ,Pudina Parotta,61.0,487,15,52,23,17.4,Basic_Meal
BBQ,Garlic Naan,71.0,686,21,47,20,31.4,Affordable_Nutritious
BBQ,Butter Naan,63.0,353,23,65,12,47.0,Affordable_Nutritious
BBQ,Tandoori Roti,37.0,354,23,41,19,35.2,Affordable_Nutritious
BBQ,Lachha Parotta,51.0,542,24,49,10,47.8,Affordable_Nutritious
BBQ,Kulcha,51.0,376,25,47,17,42.4,Affordable_Nutritious
BBQ,Stuffed Veg Naan,63.0,537,18,51,22,24.200000000000003,Affordable_Nutritious
BBQ,Butter Chapati,31.0,478,27,63,11,55.6,Affordable_Nutritious
BBQ,Stuffed Chicken Naan,81.0,652,27,44,12,50.8,Affordable_Nutritious
BBQ,Plain Rice,155.0,470,23,48,17,38.6,Expensive_Nutritious
BBQ,Jeera Rice,180.0,479,23,62,14,44.4,Expensive_Nutritious
BBQ,Ghee Rice,210.0,356,25,57,17,44.4,Expensive_Nutritious
BBQ,Peas Pulao,190.0,637,16,34,23,15.8,Low_Nutrition
BBQ,Vegetable Pulao,190.0,699,19,41,12,34.2,Expensive_Nutritious
BBQ,Chicken Pulao,245.0,448,26,66,24,41.2,Expensive_Nutritious
BBQ,Plain Biryani,180.0,514,17,45,21,22.0,Expensive_Nutritious
BBQ,Shalimar Plain Biryani,220.0,538,27,66,16,51.2,Expensive_Nutritious
BBQ,Plain Mughalai Biryani,220.0,679,21,65,11,44.0,Expensive_Nutritious
BBQ,Veg Biryani,195.0,400,19,34,16,28.8,Expensive_Nutritious
BBQ,Shalimar Egg Biryani,235.0,570,22,45,23,30.0,Expensive_Nutritious
BBQ,Egg Biryani,195.0,439,29,32,17,47.4,Expensive_Nutritious
BBQ,Chicken Biryani,250.0,659,23,59,14,43.8,Expensive_Nutritious
BBQ,Shalimar Chicken Biryani,280.0,589,26,69,24,41.8,Expensive_Nutritious
BBQ,Hyderabadi Chicken Biryani,300.0,463,21,32,10,38.4,Expensive_Nutritious
BBQ,Chicken Mughlai Biryani,290.0,394,25,54,21,39.8,Expensive_Nutritious
BBQ,Hyderabadi Mutton Biryani,330.0,614,22,52,23,31.4,Expensive_Nutritious
BBQ,Mutton Biryani,310.0,414,20,62,13,39.4,Expensive_Nutritious
BBQ,Mutton Mughlai Biryani,325.0,632,27,39,15,46.8,Expensive_Nutritious
BBQ,Shalimar Mutton Biryani,325.0,560,28,43,22,42.6,Expensive_Nutritious
BBQ,Fish Biryani,290.0,520,17,43,23,19.6,Low_Nutrition
BBQ,Shalimar Fish Biryani,300.0,689,18,68,20,29.6,Expensive_Nutritious
BBQ,Fish Mughlai Biryani,300.0,411,29,39,20,45.8,Expensive_Nutritious
BBQ,Hyderabadi Fish Biryani,300.0,494,22,35,24,27.0,Expensive_Nutritious
BBQ,Hyderabadi Prawns Biryani,290.0,440,17,59,24,21.8,Expensive_Nutritious
BBQ,Shalimar Prawns Biryani,300.0,680,18,48,11,34.6,Expensive_Nutritious
BBQ,Prawns Biryani,290.0,645,29,30,12,52.0,Expensive_Nutritious
BBQ,Prawns Mughlai Biryani,300.0,519,25,50,16,44.0,Expensive_Nutritious
BBQ,Hong Kong Fried Rice,243.0,374,29,38,24,41.6,Expensive_Nutritious
BBQ,Mushroom Fried Rice,217.0,545,20,44,14,34.8,Expensive_Nutritious
BBQ,Veg Fried Rice,207.0,407,29,53,18,50.6,Expensive_Nutritious
BBQ,Paneer Fried Rice,217.0,362,24,32,23,31.4,Expensive_Nutritious
BBQ,Gobi Fried Rice,217.0,605,17,69,17,30.8,Expensive_Nutritious
BBQ,Egg Fried Rice,207.0,386,19,41,22,24.200000000000003,Expensive_Nutritious
BBQ,Chicken Fried Rice,233.0,605,24,53,23,35.6,Expensive_Nutritious
BBQ,Mutton Fried Rice,257.0,561,25,31,17,39.2,Expensive_Nutritious
BBQ,Prawns Fried Rice,243.0,500,18,62,15,33.4,Expensive_Nutritious
BBQ,Mixed Fried Rice,257.0,494,16,32,19,19.4,Low_Nutrition
BBQ,Veg Schezwan Fried Rice,217.0,689,23,41,18,36.2,Expensive_Nutritious
BBQ,Paneer Schezwan Fried Rice,227.0,473,24,32,21,33.4,Expensive_Nutritious
BBQ,Mushroom Schezwan Fried Rice,227.0,571,28,38,17,46.6,Expensive_Nutritious
BBQ,Egg Schezwan Fried Rice,217.0,521,17,41,23,19.200000000000003,Low_Nutrition
BBQ,Chicken Schezwan Fried Rice,243.0,552,28,59,23,44.8,Expensive_Nutritious
BBQ,Mutton Schezwan Fried Rice,277.0,644,19,48,15,32.6,Expensive_Nutritious
BBQ,Prawns Schezwan Fried Rice,253.0,477,19,69,21,30.8,Expensive_Nutritious
BBQ,Non Veg Mixed Schezwan Fried Rice,283.0,525,15,69,24,19.8,Low_Nutrition
BBQ,Mushroom Noodles,243.0,674,15,37,16,21.4,Expensive_Nutritious
BBQ,Hong Kong Noodles,257.0,613,19,57,24,25.4,Expensive_Nutritious
BBQ,Paneer Noodles,233.0,620,21,44,15,35.8,Expensive_Nutritious
BBQ,Veg Singapore Crispy Noodles,337.0,396,27,52,24,40.4,Expensive_Nutritious
BBQ,Veg Noodles,217.0,613,24,31,21,33.2,Expensive_Nutritious
BBQ,Veg American Chopsuey,337.0,390,24,38,15,40.6,Expensive_Nutritious
BBQ,Veg Chinese Chopsuey,337.0,408,27,33,23,37.6,Expensive_Nutritious
BBQ,Egg Noodles,217.0,500,21,31,21,27.2,Expensive_Nutritious
BBQ,Chicken Noodles,243.0,480,22,31,13,37.2,Expensive_Nutritious
BBQ,Chicken Singapore Crispy Noodles,347.0,699,24,35,19,36.0,Expensive_Nutritious
BBQ,Chicken Chinese Chopsuey,347.0,357,18,35,24,19.0,Low_Nutrition
BBQ,Chicken American Chopsuey,347.0,362,25,41,24,34.2,Expensive_Nutritious
BBQ,Mutton Noodles,267.0,508,16,54,19,23.8,Expensive_Nutritious
BBQ,Prawns Noodles,257.0,519,21,43,22,28.6,Expensive_Nutritious
BBQ,Mixed Noodles,293.0,672,25,48,12,47.6,Expensive_Nutritious
BBQ,Paneer Schezwan Noodles,243.0,457,19,42,11,35.4,Expensive_Nutritious
BBQ,Veg Schezwan Noodles,233.0,374,21,58,24,29.6,Expensive_Nutritious
BBQ,Mushroom Schezwan Noodles,243.0,603,16,46,21,20.200000000000003,Expensive_Nutritious
BBQ,Egg Schezwan Noodles,227.0,423,22,61,12,44.2,Expensive_Nutritious
BBQ,Chicken Schezwan Noodles,253.0,523,29,39,19,46.8,Expensive_Nutritious
BBQ,Mutton Schezwan Noodles,283.0,453,18,57,22,25.4,Expensive_Nutritious
BBQ,Prawns Schezwan Noodles,267.0,525,22,45,10,43.0,Expensive_Nutritious
BBQ,Non Veg Mixed Schezwan Noodles,293.0,613,26,61,14,50.2,Expensive_Nutritious
BBQ,Paneer Roll,147.0,444,18,58,17,30.6,Affordable_Nutritious
BBQ,Mushroom Roll,147.0,517,17,31,18,22.2,Affordable_Nutritious
BBQ,Veg Roll,137.0,530,18,38,17,26.6,Affordable_Nutritious
BBQ,Egg Roll,147.0,546,21,48,22,29.6,Affordable_Nutritious
BBQ,Chicken Roll,157.0,460,26,55,14,49.0,Expensive_Nutritious
BBQ,Chicken Tikka Roll,207.0,363,21,33,18,30.6,Expensive_Nutritious
BBQ,Mutton Roll,217.0,534,23,56,12,45.2,Expensive_Nutritious
BBQ,Prawns Roll,197.0,571,28,31,24,38.2,Expensive_Nutritious
BBQ,Mixed Non Veg Roll,207.0,583,28,41,15,49.2,Expensive_Nutritious
BBQ,Boiled Egg [2 Eggs],30.0,392,29,54,13,55.8,Affordable_Nutritious
BBQ,Fresh Pulpy Grape Juice,80.0,375,19,67,22,29.4,Affordable_Nutritious
BBQ,Jigarthanda,90.0,645,15,34,22,14.8,Basic_Meal
BBQ,Milk sarbath,80.0,417,25,32,17,39.4,Affordable_Nutritious
North Indian,Chicken Biryani,145.0,417,16,49,11,30.8,Affordable_Nutritious
North Indian,Chicken Fried Rice,145.0,574,27,35,19,42.0,Affordable_Nutritious
North Indian,Beef Biryani,139.0,645,29,61,20,50.2,Affordable_Nutritious
North Indian,Mutton Biryani,279.0,523,15,37,14,23.4,Expensive_Nutritious
North Indian,Egg Biryani,149.0,374,19,60,19,31.0,Affordable_Nutritious
North Indian,Chilli Beef Dry,139.0,446,27,56,14,51.2,Affordable_Nutritious
North Indian,Beef Mughlai Biryani,199.0,351,28,30,13,49.0,Expensive_Nutritious
North Indian,Paneer Fried Rice,150.0,581,26,49,23,38.8,Expensive_Nutritious
North Indian,Chicken Noodles,160.0,629,25,37,16,41.4,Expensive_Nutritious
North Indian,Chicken Biryani Kuska,130.0,673,29,58,23,46.6,Affordable_Nutritious
North Indian,Chicken Bucket Biryani [1 Kg],1000.0,596,15,30,15,21.0,Expensive_Nutritious
North Indian,Chicken 65,139.0,590,21,65,16,39.0,Affordable_Nutritious
North Indian,Schezwan Beef Rice,169.0,380,26,55,20,43.0,Expensive_Nutritious
North Indian,Fish Biryani,279.0,596,28,57,10,57.4,Expensive_Nutritious
North Indian,Ginger Beef Dry,159.0,647,17,53,17,27.6,Expensive_Nutritious
North Indian,Chilli Beef Gravy,149.0,484,28,46,19,46.2,Affordable_Nutritious
North Indian,Chicken Lollipop Sauce,210.0,490,24,58,20,39.6,Expensive_Nutritious
North Indian,Chickek Noodles,160.0,424,16,41,14,26.200000000000003,Expensive_Nutritious
North Indian,Fish Fried Rice,150.0,532,15,30,23,13.0,Low_Nutrition
North Indian,Gobhi Fried Rice,129.0,565,21,65,10,45.0,Affordable_Nutritious
North Indian,Gobi Rice Combo,219.0,460,25,55,18,43.0,Expensive_Nutritious
North Indian,Mutton Fried Rice,209.0,534,28,40,24,40.0,Expensive_Nutritious
North Indian,Veg Fried Rice,99.0,698,27,54,19,45.8,Affordable_Nutritious
North Indian,Chicken Pepper Masala,179.0,548,27,37,11,50.4,Expensive_Nutritious
North Indian,Mixed Veg Fried Rice,170.0,634,19,39,13,32.8,Expensive_Nutritious
North Indian,Chilli Paneer Gravy,160.0,462,17,32,11,29.4,Expensive_Nutritious
North Indian,Beef Masala,159.0,501,19,46,15,32.2,Expensive_Nutritious
North Indian,Chilli Chicken Gravy,149.0,608,18,37,21,22.4,Affordable_Nutritious
North Indian,Chilli Parotta,149.0,622,20,59,11,40.8,Affordable_Nutritious
North Indian,Egg Fried Rice,140.0,366,21,49,19,32.8,Affordable_Nutritious
North Indian,Veg Bucket Biryani [1 Kg],800.0,610,24,51,11,47.2,Expensive_Nutritious
North Indian,Chilli Gobhi Gravy,160.0,365,26,42,13,47.4,Expensive_Nutritious
North Indian,Special Biryani,240.0,569,19,68,11,40.6,Expensive_Nutritious
North Indian,Veg Bucket Biryani [1 Kg],800.0,584,20,63,15,37.6,Expensive_Nutritious
